,Natureza da Receita,Valor Previsto,Valor Realizado,"Rua Maria Maia, 157, Grajaú – Brumadinho / MG CEP",Telefone de contato,Ano de Referência,Ano ,Mês ,Descrição da Natureza da Receita ,FileName
98,1920.00.00 - INDENIZAÇÕES E RESTITUIÇÕES,"R$ 190.900,00","R$ 281.900,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
99,1922.00.00 - RESTITUIÇÕES,"R$ 190.900,00","R$ 281.900,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
100,1922.99.52 - Outras Restituições,"R$ 190.900,00","R$ 281.900,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
101,1930.00.00 - RECEITA DA DÍVIDA ATIVA,"R$ 1.047.600,00","R$ 1.990.050,39",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
102,1931.00.00 - RECEITA DA DÍVIDA ATIVA TRIBUTÁRIA,"R$ 1.047.600,00","R$ 1.990.050,39",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
103,1931.11.00 - Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 814.500,00","R$ 1.059.820,94",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
104,1931.13.00 - Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 136.600,00","R$ 858.368,17",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
105,1931.99.00 - Receita da Dívida Ativa de Outros Tributos,"R$ 96.500,00","R$ 71.861,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
106,1931.99.52 - Receita da Dívida Ativa de Outros Tributos,"R$ 96.500,00","R$ 71.861,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
107,1990.00.00 - RECEITAS DIVERSAS,"R$ 3.266.400,00","R$ 538.737,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
108,1990.03.00 - RECEITA DECORRENTE DE ALIENAÇÃO DE BENS APREENDIDOS,"R$ 3.266.400,00","R$ 538.737,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
109,1990.99.00 - Outras Receitas,"R$ 3.266.400,00","R$ 538.737,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
110,2000.00.00 - RECEITAS DE CAPITAL,"R$ 1.370.100,00","R$ 979.970,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
111,2100.00.00 - OPERAÇÕES DE CRÉDITO,"R$ 200,00","R$ 244.304,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
112,2110.00.00 - OPERAÇÕES DE CRÉDITO INTERNAS,"R$ 200,00","R$ 244.304,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
113,2114.00.00 - OPERAÇÕES DE CRÉDITO INTERNAS - CONTRATUAIS,"R$ 200,00","R$ 244.304,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
114,2114.03.00 - Operações de Crédito Internas para Programas de Saneamento,"R$ 200,00","R$ 244.304,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
115,2200.00.00 - ALIENAÇÃO DE BENS,"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
116,2212.00.00 - ALIENAÇÃO DE ESTOQUES,"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
117,2219.00.00 - Alienação de Outros Bens Móveis,"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
118,2400.00.00 - TRANSFERÊNCIAS DE CAPITAL,"R$ 1.369.800,00","R$ 719.343,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
119,2470.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS,"R$ 1.369.800,00","R$ 719.343,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
120,2471.00.00 - TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES,"R$ 1.369.800,00","R$ 719.343,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
121,2471.02.00 - Transferências de Convênios da União destinadas a Programas de Educação,"R$ 1.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
122,2471.99.00 - Outras Transferências de Convênio da União,"R$ 1.368.800,00","R$ 719.343,12",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
123,2500.00.00 - OUTRAS RECEITAS DE CAPITAL,"R$ 0,00","R$ 16.322,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
124,2520.00.00 - INTEGRALIZAÇÃO DO CAPITAL SOCIAL,"R$ 0,00","R$ 16.322,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
125,2590.00.00 - Outras Receitas,"R$ 0,00","R$ 16.322,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
126,,,, 35460-000, (31) 3571-3001,2022,2022,Selecione...,;,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/7981f8cad94aa8c7c11e92138b1e749c.html
127,0000.00.00 - RECEITAS,"R$ 0,00","R$ 210.372.429,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
128,1000.00.00 - RECEITAS CORRENTES,"R$ 0,00","R$ 210.186.128,64",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
129,1100.00.00 - RECEITA TRIBUTÁRIA,"R$ 0,00","R$ 27.154.209,04",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
130,1110.00.00 - IMPOSTOS,"R$ 0,00","R$ 26.423.329,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
131,1112.00.00 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,"R$ 0,00","R$ 7.638.980,85",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
132,1112.01.00 - IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 0,00","R$ 3.865.356,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
133,1112.02.00 - Imposto sobre a Propriedade Predial e Territorial Urbana,"R$ 0,00","R$ 3.865.356,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
134,1112.04.00 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,"R$ 0,00","R$ 3.773.624,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
135,1112.04.31 - Imposto de Renda Retido nas Fontes sobre os Rendimentos do Trabalho,"R$ 0,00","R$ 929.933,18",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
136,1112.04.34 - Imposto de Renda Retido nas Fontes sobre Outros Rendimentos,"R$ 0,00","R$ 257.901,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
137,"1112.08.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis","R$ 0,00","R$ 2.585.789,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
138,1113.00.00 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO,"R$ 0,00","R$ 18.784.348,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
139,1113.05.00 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,"R$ 0,00","R$ 18.784.348,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
140,1113.05.01 - Imposto sobre Serviços de Qualquer Natureza,"R$ 0,00","R$ 18.784.348,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
141,1120.00.00 - TAXAS,"R$ 0,00","R$ 730.879,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
142,1121.00.00 - TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"R$ 0,00","R$ 392.116,14",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
143,1121.02.00 - TAXA DE FISCALIZAÇÃO DAS TELECOMUNICAÇÕES,"R$ 0,00","R$ 392.116,14",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
144,1121.21.00 - Taxa de Controle e Fiscalização Ambiental,"R$ 0,00","R$ 127.722,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
145,"1121.25.00 - Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústria e Prestadora de Serviços","R$ 0,00","R$ 213.482,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
146,1121.32.00 - Taxa de Aprovação do Projeto de Construção Civil,"R$ 0,00","R$ 19.034,42",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
147,"1121.36.00 - Taxa de Apreensão, Depósito ou Liberação de Animais","R$ 0,00","R$ 480,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
148,1121.99.00 - Outras Taxas pelo Exercício do Poder de Polícia,"R$ 0,00","R$ 31.396,65",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
149,1122.00.00 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"R$ 0,00","R$ 338.763,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
150,1122.12.00 - EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS,"R$ 0,00","R$ 338.763,75",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
151,1122.28.00 - Taxa de Cemitérios,"R$ 0,00","R$ 19.540,63",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
152,1122.90.00 - Taxa de Limpeza Pública,"R$ 0,00","R$ 126.615,96",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
153,1122.99.00 - Outras Taxas pela Prestação de Serviços,"R$ 0,00","R$ 192.607,16",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
154,1200.00.00 - RECEITAS DE CONTRIBUIÇÕES,"R$ 0,00","R$ 942.588,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
155,1210.00.00 - CONTRIBUIÇÕES SOCIAIS,"R$ 0,00","R$ 942.588,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
156,1210.99.00 - OUTRAS CONTRIBUIÇÕES SOCIAIS,"R$ 0,00","R$ 942.588,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
157,1230.00.00 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 0,00","R$ 942.588,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
158,1300.00.00 - RECEITA PATRIMONIAL,"R$ 0,00","R$ 3.278.177,79",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
159,1320.00.00 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 0,00","R$ 2.268.177,79",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
160,1325.00.00 - REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"R$ 0,00","R$ 2.268.177,79",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
161,1325.01.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,"R$ 0,00","R$ 520.022,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
162,1325.01.02 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB,"R$ 0,00","R$ 30.000,01",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
163,1325.01.03 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo de Saúde,"R$ 0,00","R$ 132.030,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/8651fe5e166f6c8101d0fff0ae5ca0fb.html
